question1,question2,score
largest-number,find-the-key-of-the-numbers,1.0
department-highest-salary,highest-grade-for-each-student,1.0
reverse-words-in-a-string-ii,rotate-array,1.0
best-time-to-buy-and-sell-stock-iv,maximum-profit-from-trading-stocks,1.0
rotate-array,make-k-subarray-sums-equal,1.0
rotate-array,maximum-number-of-matching-indices-after-right-shifts,1.0
reverse-bits,number-of-1-bits,1.0
reverse-bits,a-number-after-a-double-reversal,1.0
number-of-1-bits,power-of-two,1.0
number-of-1-bits,counting-bits,1.0
number-of-1-bits,binary-watch,1.0
number-of-1-bits,hamming-distance,1.0
number-of-1-bits,binary-number-with-alternating-bits,1.0
number-of-1-bits,prime-number-of-set-bits-in-binary-representation,1.0
number-of-1-bits,convert-date-to-binary,1.0
word-frequency,top-k-frequent-elements,1.0
house-robber,house-robber-ii,1.0
house-robber,paint-house,1.0
house-robber,paint-fence,1.0
house-robber,house-robber-iii,1.0
house-robber,non-negative-integers-without-consecutive-ones,1.0
house-robber,coin-path,1.0
house-robber,delete-and-earn,1.0
house-robber,solving-questions-with-brainpower,1.0
house-robber,count-number-of-ways-to-place-houses,1.0
house-robber,house-robber-iv,1.0
house-robber,mice-and-cheese,1.0
house-robber,largest-element-in-an-array-after-merge-operations,1.0
binary-tree-right-side-view,boundary-of-binary-tree,1.0
number-of-islands,walls-and-gates,1.0
number-of-islands,number-of-islands-ii,1.0
number-of-islands,number-of-connected-components-in-an-undirected-graph,1.0
number-of-islands,battleships-in-a-board,1.0
number-of-islands,number-of-distinct-islands,1.0
number-of-islands,max-area-of-island,1.0
number-of-islands,count-sub-islands,1.0
number-of-islands,find-all-groups-of-farmland,1.0
number-of-islands,count-unreachable-pairs-of-nodes-in-an-undirected-graph,1.0
number-of-islands,maximum-number-of-fish-in-a-grid,1.0
number-of-islands,count-islands-with-total-value-divisible-by-k,1.0
bitwise-and-of-numbers-range,longest-nice-subarray,1.0
happy-number,add-digits,1.0
happy-number,ugly-number,1.0
happy-number,sum-of-digits-of-string-after-convert,1.0
happy-number,minimum-addition-to-make-integer-beautiful,1.0
happy-number,smallest-value-after-replacing-with-sum-of-prime-factors,1.0
happy-number,count-the-digits-that-divide-a-number,1.0
remove-linked-list-elements,delete-node-in-a-linked-list,1.0
remove-linked-list-elements,delete-the-middle-node-of-a-linked-list,1.0
remove-linked-list-elements,delete-nodes-from-linked-list-present-in-array,1.0
remove-linked-list-elements,convert-doubly-linked-list-to-array-i,1.0
remove-linked-list-elements,convert-doubly-linked-list-to-array-ii,1.0
count-primes,ugly-number,1.0
count-primes,ugly-number-ii,1.0
count-primes,perfect-squares,1.0
count-primes,number-of-common-factors,1.0
count-primes,prime-pairs-with-target-sum,1.0
count-primes,find-the-count-of-numbers-which-are-not-special,1.0
isomorphic-strings,word-pattern,1.0
isomorphic-strings,find-and-replace-pattern,1.0
reverse-linked-list,palindrome-linked-list,1.0
reverse-linked-list,reverse-nodes-in-even-length-groups,1.0
reverse-linked-list,maximum-twin-sum-of-a-linked-list,1.0
reverse-linked-list,remove-nodes-from-linked-list,1.0
reverse-linked-list,insert-greatest-common-divisors-in-linked-list,1.0
course-schedule,course-schedule-ii,1.0
course-schedule,graph-valid-tree,1.0
course-schedule,minimum-height-trees,1.0
course-schedule,course-schedule-iii,1.0
course-schedule,build-a-matrix-with-conditions,1.0
implement-trie-prefix-tree,design-add-and-search-words-data-structure,1.0
implement-trie-prefix-tree,design-search-autocomplete-system,1.0
implement-trie-prefix-tree,replace-words,1.0
implement-trie-prefix-tree,implement-magic-dictionary,1.0
implement-trie-prefix-tree,encrypt-and-decrypt-strings,1.0
implement-trie-prefix-tree,implement-trie-ii-prefix-tree,1.0
implement-trie-prefix-tree,count-prefix-and-suffix-pairs-ii,1.0
implement-trie-prefix-tree,count-prefix-and-suffix-pairs-i,1.0
minimum-size-subarray-sum,maximum-size-subarray-sum-equals-k,1.0
minimum-size-subarray-sum,maximum-length-of-repeated-subarray,1.0
minimum-size-subarray-sum,minimum-operations-to-reduce-x-to-zero,1.0
minimum-size-subarray-sum,k-radius-subarray-averages,1.0
minimum-size-subarray-sum,maximum-product-after-k-increments,1.0
minimum-size-subarray-sum,shortest-subarray-with-or-at-least-k-i,1.0
minimum-size-subarray-sum,minimum-positive-sum-subarray,1.0
course-schedule-ii,alien-dictionary,1.0
course-schedule-ii,minimum-height-trees,1.0
course-schedule-ii,sequence-reconstruction,1.0
course-schedule-ii,course-schedule-iii,1.0
course-schedule-ii,parallel-courses,1.0
course-schedule-ii,find-all-possible-recipes-from-given-supplies,1.0
course-schedule-ii,build-a-matrix-with-conditions,1.0
course-schedule-ii,sort-array-by-moving-items-to-empty-space,1.0
design-add-and-search-words-data-structure,prefix-and-suffix-search,1.0
design-add-and-search-words-data-structure,match-substring-after-replacement,1.0
design-add-and-search-words-data-structure,sum-of-prefix-scores-of-strings,1.0
design-add-and-search-words-data-structure,count-prefix-and-suffix-pairs-ii,1.0
design-add-and-search-words-data-structure,count-prefix-and-suffix-pairs-i,1.0
word-search-ii,unique-paths-iii,1.0
word-search-ii,encrypt-and-decrypt-strings,1.0
house-robber-ii,paint-house,1.0
house-robber-ii,paint-fence,1.0
house-robber-ii,house-robber-iii,1.0
house-robber-ii,non-negative-integers-without-consecutive-ones,1.0
house-robber-ii,coin-path,1.0
shortest-palindrome,palindrome-pairs,1.0
shortest-palindrome,maximum-deletions-on-a-string,1.0
shortest-palindrome,smallest-palindromic-rearrangement-i,1.0
kth-largest-element-in-an-array,wiggle-sort-ii,1.0
kth-largest-element-in-an-array,top-k-frequent-elements,1.0
kth-largest-element-in-an-array,third-maximum-number,1.0
kth-largest-element-in-an-array,kth-largest-element-in-a-stream,1.0
kth-largest-element-in-an-array,k-closest-points-to-origin,1.0
kth-largest-element-in-an-array,find-the-kth-largest-integer-in-the-array,1.0
kth-largest-element-in-an-array,find-subsequence-of-length-k-with-the-largest-sum,1.0
kth-largest-element-in-an-array,k-highest-ranked-items-within-a-price-range,1.0
contains-duplicate,contains-duplicate-ii,1.0
contains-duplicate,contains-duplicate-iii,1.0
contains-duplicate,make-array-zero-by-subtracting-equal-amounts,1.0
contains-duplicate,find-valid-pair-of-adjacent-digits-in-string,1.0
the-skyline-problem,falling-squares,1.0
the-skyline-problem,shifting-letters-ii,1.0
contains-duplicate-ii,contains-duplicate-iii,1.0
maximal-square,largest-plus-sign,1.0
maximal-square,count-artifacts-that-can-be-extracted,1.0
maximal-square,stamping-the-grid,1.0
maximal-square,maximize-area-of-square-hole-in-grid,1.0
count-complete-tree-nodes,closest-binary-search-tree-value,1.0
rectangle-area,rectangle-overlap,1.0
rectangle-area,find-the-number-of-ways-to-place-people-ii,1.0
rectangle-area,find-the-number-of-ways-to-place-people-i,1.0
rectangle-area,find-the-largest-area-of-square-inside-two-rectangles,1.0
basic-calculator,basic-calculator-ii,1.0
basic-calculator,different-ways-to-add-parentheses,1.0
basic-calculator,expression-add-operators,1.0
basic-calculator,basic-calculator-iii,1.0
basic-calculator,the-score-of-students-solving-math-expression,1.0
basic-calculator,minimize-result-by-adding-parentheses-to-expression,1.0
implement-stack-using-queues,implement-queue-using-stacks,1.0
invert-binary-tree,reverse-odd-levels-of-binary-tree,1.0
basic-calculator-ii,expression-add-operators,1.0
basic-calculator-ii,basic-calculator-iii,1.0
summary-ranges,data-stream-as-disjoint-intervals,1.0
summary-ranges,find-maximal-uncovered-ranges,1.0
majority-element-ii,check-if-a-number-is-majority-element-in-a-sorted-array,1.0
majority-element-ii,most-frequent-even-element,1.0
kth-smallest-element-in-a-bst,second-minimum-node-in-a-binary-tree,1.0
power-of-two,power-of-three,1.0
power-of-two,power-of-four,1.0
number-of-digit-one,digit-count-in-range,1.0
palindrome-linked-list,maximum-twin-sum-of-a-linked-list,1.0
lowest-common-ancestor-of-a-binary-search-tree,lowest-common-ancestor-of-a-binary-tree,1.0
lowest-common-ancestor-of-a-binary-search-tree,smallest-common-region,1.0
lowest-common-ancestor-of-a-binary-search-tree,lowest-common-ancestor-of-a-binary-tree-ii,1.0
lowest-common-ancestor-of-a-binary-search-tree,lowest-common-ancestor-of-a-binary-tree-iii,1.0
lowest-common-ancestor-of-a-binary-search-tree,lowest-common-ancestor-of-a-binary-tree-iv,1.0
lowest-common-ancestor-of-a-binary-tree,smallest-common-region,1.0
lowest-common-ancestor-of-a-binary-tree,find-players-with-zero-or-one-losses,1.0
lowest-common-ancestor-of-a-binary-tree,lowest-common-ancestor-of-a-binary-tree-ii,1.0
lowest-common-ancestor-of-a-binary-tree,lowest-common-ancestor-of-a-binary-tree-iii,1.0
lowest-common-ancestor-of-a-binary-tree,lowest-common-ancestor-of-a-binary-tree-iv,1.0
lowest-common-ancestor-of-a-binary-tree,step-by-step-directions-from-a-binary-tree-node-to-another,1.0
lowest-common-ancestor-of-a-binary-tree,cycle-length-queries-in-a-tree,1.0
delete-node-in-a-linked-list,remove-nodes-from-linked-list,1.0
delete-node-in-a-linked-list,delete-nodes-from-linked-list-present-in-array,1.0
product-of-array-except-self,paint-house-ii,1.0
product-of-array-except-self,minimum-difference-in-sums-after-removal-of-elements,1.0
product-of-array-except-self,construct-product-matrix,1.0
product-of-array-except-self,find-sum-of-array-product-of-magical-sequences,1.0
sliding-window-maximum,paint-house-ii,1.0
sliding-window-maximum,jump-game-vi,1.0
sliding-window-maximum,maximum-number-of-robots-within-budget,1.0
sliding-window-maximum,maximum-tastiness-of-candy-basket,1.0
sliding-window-maximum,maximal-score-after-applying-k-operations,1.0
different-ways-to-add-parentheses,expression-add-operators,1.0
different-ways-to-add-parentheses,the-score-of-students-solving-math-expression,1.0
different-ways-to-add-parentheses,minimize-result-by-adding-parentheses-to-expression,1.0
valid-anagram,palindrome-permutation,1.0
valid-anagram,find-all-anagrams-in-a-string,1.0
valid-anagram,find-resultant-array-after-removing-anagrams,1.0
shortest-word-distance,shortest-word-distance-ii,1.0
shortest-word-distance,shortest-word-distance-iii,1.0
shortest-word-distance,find-all-k-distant-indices-in-an-array,1.0
shortest-word-distance-ii,shortest-word-distance-iii,1.0
strobogrammatic-number,strobogrammatic-number-ii,1.0
strobogrammatic-number,strobogrammatic-number-iii,1.0
strobogrammatic-number,confusing-number,1.0
strobogrammatic-number-ii,strobogrammatic-number-iii,1.0
strobogrammatic-number-ii,sum-of-k-mirror-numbers,1.0
group-shifted-strings,find-maximum-number-of-string-pairs,1.0
count-univalue-subtrees,subtree-of-another-tree,1.0
count-univalue-subtrees,longest-univalue-path,1.0
flatten-2d-vector,zigzag-iterator,1.0
flatten-2d-vector,peeking-iterator,1.0
flatten-2d-vector,flatten-nested-list-iterator,1.0
meeting-rooms,meeting-rooms-ii,1.0
meeting-rooms,meeting-rooms-iii,1.0
meeting-rooms,points-that-intersect-with-cars,1.0
meeting-rooms-ii,minimum-number-of-arrows-to-burst-balloons,1.0
meeting-rooms-ii,car-pooling,1.0
meeting-rooms-ii,number-of-flowers-in-full-bloom,1.0
meeting-rooms-ii,meeting-rooms-iii,1.0
meeting-rooms-ii,total-cost-to-hire-k-workers,1.0
meeting-rooms-ii,points-that-intersect-with-cars,1.0
paint-house,paint-house-ii,1.0
paint-house,paint-fence,1.0
paint-house,minimum-path-cost-in-a-grid,1.0
binary-tree-paths,smallest-string-starting-from-leaf,1.0
binary-tree-paths,step-by-step-directions-from-a-binary-tree-node-to-another,1.0
add-digits,sum-of-digits-in-the-minimum-number,1.0
add-digits,sum-of-digits-of-string-after-convert,1.0
add-digits,minimum-sum-of-four-digit-number-after-splitting-digits,1.0
add-digits,calculate-digit-sum-of-a-string,1.0
add-digits,difference-between-element-sum-and-digit-sum-of-an-array,1.0
add-digits,alternating-digit-sum,1.0
3sum-smaller,valid-triangle-number,1.0
3sum-smaller,two-sum-less-than-k,1.0
3sum-smaller,maximize-greatness-of-an-array,1.0
3sum-smaller,find-polygon-with-the-largest-perimeter,1.0
single-number-iii,find-the-original-array-of-prefix-xor,1.0
single-number-iii,find-the-xor-of-numbers-which-appear-twice,1.0
graph-valid-tree,number-of-connected-components-in-an-undirected-graph,1.0
graph-valid-tree,keys-and-rooms,1.0
trips-and-users,hopper-company-queries-i,1.0
trips-and-users,hopper-company-queries-ii,1.0
trips-and-users,hopper-company-queries-iii,1.0
ugly-number,ugly-number-ii,1.0
ugly-number-ii,perfect-squares,1.0
ugly-number-ii,super-ugly-number,1.0
ugly-number-ii,ugly-number-iii,1.0
paint-house-ii,paint-fence,1.0
palindrome-permutation,palindrome-permutation-ii,1.0
palindrome-permutation,longest-palindrome,1.0
missing-number,find-the-duplicate-number,1.0
missing-number,couples-holding-hands,1.0
missing-number,find-unique-binary-string,1.0
missing-number,find-the-largest-almost-missing-integer,1.0
closest-binary-search-tree-value,closest-binary-search-tree-value-ii,1.0
closest-binary-search-tree-value,search-in-a-binary-search-tree,1.0
closest-binary-search-tree-value,closest-nodes-queries-in-a-binary-search-tree,1.0
encode-and-decode-strings,serialize-and-deserialize-binary-tree,1.0
encode-and-decode-strings,string-compression,1.0
encode-and-decode-strings,count-binary-substrings,1.0
closest-binary-search-tree-value-ii,closest-nodes-queries-in-a-binary-search-tree,1.0
h-index,h-index-ii,1.0
find-the-celebrity,find-the-town-judge,1.0
first-bad-version,guess-number-higher-or-lower,1.0
perfect-squares,ways-to-express-an-integer-as-sum-of-powers,1.0
wiggle-sort,wiggle-sort-ii,1.0
wiggle-sort,array-with-elements-not-equal-to-average-of-neighbors,1.0
zigzag-iterator,peeking-iterator,1.0
zigzag-iterator,flatten-nested-list-iterator,1.0
zigzag-iterator,merge-strings-alternately,1.0
expression-add-operators,target-sum,1.0
move-zeroes,apply-operations-to-an-array,1.0
inorder-successor-in-bst,inorder-successor-in-bst-ii,1.0
walls-and-gates,shortest-distance-from-all-buildings,1.0
walls-and-gates,battleships-in-a-board,1.0
walls-and-gates,robot-room-cleaner,1.0
walls-and-gates,rotting-oranges,1.0
walls-and-gates,count-the-number-of-houses-at-a-certain-distance-i,1.0
walls-and-gates,count-the-number-of-houses-at-a-certain-distance-ii,1.0
find-the-duplicate-number,set-mismatch,1.0
unique-word-abbreviation,generalized-abbreviation,1.0
word-pattern,word-pattern-ii,1.0
word-pattern,find-and-replace-pattern,1.0
nim-game,flip-game-ii,1.0
flip-game,flip-game-ii,1.0
flip-game-ii,guess-number-higher-or-lower-ii,1.0
flip-game-ii,can-i-win,1.0
find-median-from-data-stream,sliding-window-median,1.0
find-median-from-data-stream,finding-mk-average,1.0
find-median-from-data-stream,sequentially-ordinal-rank-tracker,1.0
find-median-from-data-stream,minimum-operations-to-make-median-of-array-equal-to-k,1.0
find-median-from-data-stream,minimum-operations-to-make-subarray-elements-equal,1.0
find-median-from-data-stream,minimum-operations-to-make-elements-within-k-subarrays-equal,1.0
best-meeting-point,shortest-distance-from-all-buildings,1.0
best-meeting-point,minimum-moves-to-equal-array-elements-ii,1.0
serialize-and-deserialize-binary-tree,serialize-and-deserialize-bst,1.0
serialize-and-deserialize-binary-tree,find-duplicate-subtrees,1.0
serialize-and-deserialize-binary-tree,serialize-and-deserialize-n-ary-tree,1.0
binary-tree-longest-consecutive-sequence,binary-tree-longest-consecutive-sequence-ii,1.0
binary-tree-longest-consecutive-sequence,check-if-an-array-is-consecutive,1.0
bulls-and-cows,make-number-of-distinct-characters-equal,1.0
longest-increasing-subsequence,increasing-triplet-subsequence,1.0
longest-increasing-subsequence,russian-doll-envelopes,1.0
longest-increasing-subsequence,maximum-length-of-pair-chain,1.0
longest-increasing-subsequence,number-of-longest-increasing-subsequence,1.0
longest-increasing-subsequence,minimum-ascii-delete-sum-for-two-strings,1.0
longest-increasing-subsequence,minimum-number-of-removals-to-make-mountain-array,1.0
longest-increasing-subsequence,find-the-longest-valid-obstacle-course-at-each-position,1.0
longest-increasing-subsequence,minimum-operations-to-make-the-array-k-increasing,1.0
longest-increasing-subsequence,longest-ideal-subsequence,1.0
longest-increasing-subsequence,maximum-number-of-books-you-can-take,1.0
longest-increasing-subsequence,longest-increasing-subsequence-ii,1.0
longest-increasing-subsequence,find-the-maximum-length-of-a-good-subsequence-ii,1.0
longest-increasing-subsequence,find-the-maximum-length-of-a-good-subsequence-i,1.0
longest-increasing-subsequence,find-the-maximum-length-of-valid-subsequence-i,1.0
longest-increasing-subsequence,find-the-maximum-length-of-valid-subsequence-ii,1.0
longest-increasing-subsequence,longest-subsequence-with-decreasing-adjacent-difference,1.0
remove-invalid-parentheses,minimum-number-of-swaps-to-make-the-string-balanced,1.0
